doi,references,subject,authors,affiliations,year,title,link,depth
10.1145/2700648.2809853,"[{'doi': '10.1109/HICSS.1992.183317'}, {'doi': '10.1007/978-1-4471-3873-0_17'}, {'doi': '10.1109/ISMAR.2011.6092387'}, {'doi': '10.1145/2769493.2769496'}, {'doi': '10.1109/MPRV.2015.53'}, {'doi': '10.1145/2406367.2406419'}, {'doi': '10.1145/2413097.2413109'}, {'doi': '10.1145/2468356.2468531'}, {'doi': '10.1109/MCG.2004.1297006'}, {'doi': '10.1901/jaba.1994.27-471'}, {'doi': '10.1007/3-540-45427-6_27'}, {'doi': '10.1145/2504335.2504338'}, {'doi': '10.3109/17483101003746360'}, {'doi': '10.1145/1476589.1476686'}, {'doi': '10.1145/642611.642626'}, {'doi': '10.1145/2702123.2702305'}, {'doi': '10.1145/2087756.2087784'}]",[],"['Markus Funk', 'Sven Mayer', 'Albrecht Schmidt']","[[{'name': 'University of Stuttgart, Stuttgart, Germany'}], [{'name': 'University of Stuttgart, Stuttgart, Germany'}], [{'name': 'University of Stuttgart, Stuttgart, Germany'}]]",2015.0,Using In-Situ Projection to Support Cognitively Impaired Workers at the Workplace,http://dx.doi.org/10.1145/2700648.2809853,1
10.1145/2910674.2910679,"[{'doi': '10.1145/1124772.1124939'}, {'doi': '10.1145/2786567.2794342'}, {'doi': '10.1145/2769493.2769496'}, {'doi': '10.1145/2910674.2910683'}, {'doi': '10.1145/2700648.2809853'}, {'doi': '10.1145/2750858.2804268'}, {'doi': '10.1109/ISMAR.2010.5643581'}, {'doi': '10.1145/2406367.2406419'}, {'doi': '10.1145/2774225.2774834'}, {'doi': '10.1191/1365782805li128oa'}, {'doi': '10.1109/MCG.2004.1297006'}, {'doi': '10.1515/auto-2015-0016'}, {'doi': '10.1109/MCG.2005.124'}, {'doi': '10.1145/2504335.2504338'}, {'doi': '10.1145/1450579.1450608'}, {'doi': '10.1109/ISMAR.2009.5336484'}, {'doi': '10.1145/642611.642626'}, {'doi': '10.1145/2494091.2494113'}, {'doi': '10.1145/2702123.2702305'}]",[],"['Sebastian Büttner', 'Markus Funk', 'Oliver Sand', 'Carsten Röcker']","[[{'name': 'Ostwestfalen-Lippe University of Applied Sciences, Lemgo, Germany'}], [{'name': 'University of Stuttgart, Stuttgart, Germany'}], [{'name': 'Fraunhofer Application Center Industrial Automation, Lemgo, Germany'}], [{'name': 'Fraunhofer Application Center Industrial Automation, Lemgo, Germany'}]]",2016.0,Using Head-Mounted Displays and In-Situ Projection for Assistive Systems,http://dx.doi.org/10.1145/2910674.2910679,1
10.1145/3056540.3076189,"[{'doi': '10.1162/DAED_a_00332'}, {'doi': '10.1145/2910674.2910679'}, {'doi': '10.1016/j.ifacol.2015.06.201'}, {'doi': '10.1145/2713168.2713169'}, {'doi': '10.1145/2700648.2809853'}, {'doi': '10.1109/TETC.2014.2368833'}, {'doi': '10.1145/2504335.2504338'}, {'doi': '10.1007/978-1-84800-267-8_50'}]",[],"['Tim Bosch', 'Reinier Könemann', 'Hans de Cock', 'Gu van Rhijn']","[[{'name': 'TNO Sustainable Productivity &amp; Employability, Leiden, The Netherlands'}], [{'name': 'TNO Sustainable Productivity &amp; Employability, Leiden, The Netherlands'}], [{'name': 'TNO Sustainable Productivity &amp; Employability, Leiden, The Netherlands'}], [{'name': 'TNO Sustainable Productivity &amp; Employability, Leiden, The Netherlands'}]]",2017.0,"The effects of projected versus display instructions on productivity, quality and workload in a simulated assembly task",http://dx.doi.org/10.1145/3056540.3076189,1
10.2514/8.155,[],[],['T. P. WRIGHT'],"[[{'name': 'Curtiss-Wright Corporation,'}]]",1936.0,Factors Affecting the Cost of Airplanes,http://dx.doi.org/10.2514/8.155,1
10.1037/h0043158,[],['General Psychology'],['George A. Miller'],[[]],1956.0,"The magical number seven, plus or minus two: Some limits on our capacity for processing information.",http://dx.doi.org/10.1037/h0043158,1
10.1109/TETC.2014.2368833,"[{'doi': '10.1007/978-3-540-73335-5_60'}, {'doi': '10.1109/DASC.2005.1563376'}, {'doi': '10.1109/TVCG.2009.91'}, {'doi': '10.1109/ISMAR.2009.5336486'}, {'doi': '10.1109/ICACSIS.2013.6761566'}, {'doi': '10.1109/ISMAR.2002.1115059'}, {'doi': '10.1109/GreenCom-iThings-CPSCom.2013.363'}, {'doi': '10.1109/38.963459'}, {'doi': '10.1080/00207540601064773'}, {'doi': '10.1201/9780585383590'}, {'doi': '10.1016/j.cirp.2012.05.010'}, {'doi': '10.1145/159544.159587'}, {'doi': '10.1109/TIE.2010.2049705'}, {'doi': '10.1061/(ASCE)CP.1943-5487.0000184'}, {'doi': '10.4028/www.scientific.net/KEM.502.25'}, {'doi': '10.1007/978-1-84800-241-8_3'}, {'doi': '10.1109/ISMAR.2007.4538822'}, {'doi': '10.1016/j.compind.2007.06.022'}, {'doi': '10.21236/ADA475554'}, {'doi': '10.1145/642625.642626'}, {'doi': '10.1109/TVCG.2010.245'}, {'doi': '10.1109/ISMAR.2008.4637330'}, {'doi': '10.1162/pres.1997.6.4.355'}, {'doi': '10.1145/1476589.1476686'}, {'doi': '10.2307/249008'}, {'doi': '10.1109/MCG.2004.1297006'}, {'doi': '10.1051/bioconf/20110100097'}, {'doi': '10.1109/CW.2012.12'}, {'doi': '10.1016/j.procs.2013.11.019'}, {'doi': '10.1016/j.robot.2012.09.013'}, {'doi': '10.1016/j.autcon.2010.11.004'}, {'doi': '10.1109/ISMAR.2007.4538819'}]","['Computer Science Applications', 'Human-Computer Interaction', 'Information Systems', 'Computer Science (miscellaneous)']","['Fabrizio Lamberti', 'Federico Manuri', 'Andrea Sanna', 'Gianluca Paravati', 'Pietro Pezzolla', 'Paolo Montuschi']","[[], [], [], [], [], []]",2014.0,"Challenges, Opportunities, and Future Trends of Emerging Techniques for Augmented Reality-Based Maintenance",http://dx.doi.org/10.1109/tetc.2014.2368833,1
10.2466/pms.1978.47.2.599,"[{'doi': '10.1080/00223980.1953.9712874'}, {'doi': '10.1038/261131a0'}, {'doi': '10.1126/science.183.4122.338'}, {'doi': '10.1126/science.171.3972.701'}, {'doi': '10.2190/BBJP-XKUG-C6EW-KYB7'}, {'doi': '10.1007/BF01066180'}]","['Sensory Systems', 'Experimental and Cognitive Psychology']","['Steven G. Vandenberg', 'Allan R. Kuse']","[[{'name': 'Institute for Behavioral Genetics, University of Colorado'}], [{'name': 'Institute for Behavioral Genetics, University of Colorado'}]]",1978.0,"Mental Rotations, a Group Test of Three-Dimensional Spatial Visualization",http://dx.doi.org/10.2466/pms.1978.47.2.599,1
10.4324/9781315665177,[],[],"['Christopher D. Wickens', 'Justin G. Hollands', 'Simon Banbury', 'Raja Parasuraman']","[[], [], [], []]",2015.0,Engineering Psychology and Human Performance,http://dx.doi.org/10.4324/9781315665177,1
10.1016/j.compind.2013.11.004,"[{'doi': '10.20870/IJVR.2010.9.2.2767'}, {'doi': '10.1109/TPC.2004.824289'}, {'doi': '10.1007/978-3-642-22021-0_15'}, {'doi': '10.1109/TVCG.2010.245'}, {'doi': '10.1007/s12008-009-0062-z'}, {'doi': '10.1016/j.cad.2008.10.015'}]","['General Engineering', 'General Computer Science']","['Michele Fiorentino', 'Antonio E. Uva', 'Michele Gattullo', 'Saverio Debernardis', 'Giuseppe Monno']","[[], [], [], [], []]",2014.0,Augmented reality on large screen for interactive maintenance instructions,http://dx.doi.org/10.1016/j.compind.2013.11.004,1
10.2298/TSCI150927043T,[],"['Renewable Energy, Sustainability and the Environment']","['Srdjan Tegeltija', 'Milovan Lazarevic', 'Stevan Stankovski', 'Ilija Cosic', 'Vladimir Todorovic', 'Gordana Ostojic']","[[{'name': 'Faculty of Technical Sciences, Novi Sad'}], [{'name': 'Faculty of Technical Sciences, Novi Sad'}], [{'name': 'Faculty of Technical Sciences, Novi Sad'}], [{'name': 'Faculty of Technical Sciences, Novi Sad'}], [{'name': 'Faculty of Technical Sciences, Novi Sad'}], [{'name': 'Faculty of Technical Sciences, Novi Sad'}]]",2016.0,Heating circulation pump disassembly process improved with augmented reality,http://dx.doi.org/10.2298/tsci150927043t,1
10.1016/j.eswa.2016.07.006,"[{'doi': '10.1016/j.procs.2013.11.048'}, {'doi': '10.1016/j.renene.2012.12.043'}, {'doi': '10.1016/j.compind.2013.01.002'}, {'doi': '10.1016/j.eswa.2012.12.081'}, {'doi': '10.1016/j.rcim.2008.05.002'}, {'doi': '10.1016/0270-0255(87)90489-1'}, {'doi': '10.1016/j.procir.2015.12.128'}, {'doi': '10.1016/j.compind.2005.01.007'}, {'doi': '10.1016/j.compind.2011.08.002'}, {'doi': '10.3233/RFT-130049'}, {'doi': '10.1080/00207543.2011.588265'}, {'doi': '10.1016/j.rcim.2011.09.003'}, {'doi': '10.1016/j.procir.2012.07.034'}, {'doi': '10.1016/j.compind.2013.11.004'}, {'doi': '10.1016/j.procs.2013.11.019'}, {'doi': '10.3233/RFT-2010-001'}, {'doi': '10.1016/j.proeng.2015.01.422'}, {'doi': '10.1016/j.cie.2005.01.001'}, {'doi': '10.1016/j.cirp.2013.03.133'}, {'doi': '10.1016/j.procir.2014.10.100'}, {'doi': '10.1080/00207543.2012.657975'}, {'doi': '10.1016/j.eswa.2006.08.022'}, {'doi': '10.1016/j.eswa.2009.11.035'}, {'doi': '10.1016/j.eswa.2011.12.030'}, {'doi': '10.1007/s10845-012-0642-9'}, {'doi': '10.1016/j.cirp.2013.03.095'}, {'doi': '10.1016/j.advengsoft.2015.06.005'}, {'doi': '10.1007/s12008-012-0148-x'}, {'doi': '10.1080/09537287.2013.798089'}, {'doi': '10.1016/j.cirp.2012.05.010'}, {'doi': '10.1007/s12008-011-0117-9'}, {'doi': '10.1016/j.procs.2013.11.004'}, {'doi': '10.1080/00207540601064773'}, {'doi': '10.1016/j.cirp.2009.03.020'}, {'doi': '10.1016/j.cirp.2007.05.014'}, {'doi': '10.1016/j.cirp.2011.03.001'}, {'doi': '10.1016/j.procs.2013.11.023'}, {'doi': '10.1016/j.procs.2015.12.240'}, {'doi': '10.1016/j.procs.2015.12.238'}, {'doi': '10.1016/j.eswa.2012.12.091'}, {'doi': '10.1007/s10845-007-0064-2'}, {'doi': '10.1016/j.destud.2009.11.001'}, {'doi': '10.1007/s10845-006-0041-1'}, {'doi': '10.1016/j.procir.2015.12.113'}, {'doi': '10.1109/CSSE.2008.8'}, {'doi': '10.1080/00207543.2013.837986'}, {'doi': '10.1016/j.robot.2012.09.013'}, {'doi': '10.1007/s11740-008-0115-3'}, {'doi': '10.1080/00207540600972935'}, {'doi': '10.1016/S0736-5845(01)00016-3'}, {'doi': '10.1016/j.cad.2010.06.007'}, {'doi': '10.1016/j.fusengdes.2010.12.082'}]","['Artificial Intelligence', 'Computer Science Applications', 'General Engineering']","['Valerio Elia', 'Maria Grazia Gnoni', 'Alessandra Lanzilotto']","[[], [], []]",2016.0,Evaluating the application of augmented reality devices in manufacturing from a process point of view: An AHP based model,http://dx.doi.org/10.1016/j.eswa.2016.07.006,1
10.1145/1518701.1518724,"[{'doi': '10.1207/s15327108ijap0503_1'}, {'doi': '10.1111/j.2044-8279.1992.tb01017.x'}, {'doi': '10.1016/j.jsr.2003.10.001'}, {'doi': '10.1142/S0219467804001269'}, {'doi': '10.1016/S0166-4115(08)62307-9'}, {'doi': '10.1097/00001199-200202000-00005'}, {'doi': '10.1002/0471743941.ch7'}, {'doi': '10.3141/1779-06'}, {'doi': '10.1007/s10209-005-0017-5'}, {'doi': '10.1145/1187112.1187255'}, {'doi': '10.1109/ISMAR.2006.297789'}]",[],"['SeungJun Kim', 'Anind K. Dey']","[[{'name': 'Carnegie Mellon University, Pittsburgh, PA, USA'}], [{'name': 'Carnegie Mellon University, Pittsburgh, PA, USA'}]]",2009.0,Simulated augmented reality windshield display as a cognitive mapping aid for elder driver navigation,http://dx.doi.org/10.1145/1518701.1518724,1
10.1117/12.760960,[],[],"['Alex Olwal', 'Jonny Gustafsson', 'Christoffer Lindfors']","[[], [], []]",2008.0,Spatial augmented reality on industrial CNC-machines,http://dx.doi.org/10.1117/12.760960,1
10.1109/ROMAN.2016.7745145,"[{'doi': '10.1145/1957656.1957674'}, {'doi': '10.1109/IROS.2015.7353529'}, {'doi': '10.1109/ROBOT.2010.5509171'}, {'doi': '10.1109/TPAMI.1986.4767851'}, {'doi': '10.1177/0278364912437213'}, {'doi': '10.1145/122672.122692'}, {'doi': '10.1109/IROS.2014.6942709'}, {'doi': '10.2514/6.2015-0643'}, {'doi': '10.1109/ECMR.2015.7403771'}, {'doi': '10.1109/HRI.2013.6483560'}, {'doi': '10.1145/2696454.2696473'}, {'doi': '10.15607/RSS.2013.IX.024'}, {'doi': '10.1007/978-3-642-03658-3_52'}, {'doi': '10.1007/s10514-015-9458-8'}]",[],"['Rasmus S. Andersen', 'Ole Madsen', 'Thomas B. Moeslund', 'Heni Ben Amor']","[[], [], [], []]",2016.0,Projecting robot intentions into human environments,http://dx.doi.org/10.1109/roman.2016.7745145,1
10.1145/1294211.1294220,"[{'doi': '10.1007/11551201_21'}, {'doi': '10.1145/502348.502354'}, {'doi': '10.1109/MCG.2005.12'}, {'doi': '10.1145/1124772.1124835'}, {'doi': '10.1145/166117.166126'}, {'doi': '10.1109/ISWC.2005.21'}, {'doi': '10.1145/1031607.1031616'}, {'doi': '10.1145/1166253.1166289'}, {'doi': '10.1145/989863.989866'}, {'doi': '10.1145/964696.964714'}, {'doi': '10.1145/1031607.1031648'}, {'doi': '10.1145/1124772.1124873'}, {'doi': '10.1145/882262.882349'}, {'doi': '10.1145/1015706.1015738'}, {'doi': '10.1145/263407.263505'}, {'doi': '10.1145/1031607.1031655'}, {'doi': '10.1145/985692.985714'}, {'doi': '10.1145/365024.365349'}, {'doi': '10.1145/1101616.1101622'}, {'doi': '10.1007/11555261_8'}, {'doi': '10.1145/1166253.1166294'}, {'doi': '10.1145/964696.964718'}, {'doi': '10.1145/1056808.1057046'}]",[],"['Xiang Cao', 'Clifton Forlines', 'Ravin Balakrishnan']","[[{'name': 'University of Toronto, Toronto, ON, Canada'}], [{'name': 'Mitsubishi Electric Research Labs: University of Toronto, Boston, MA'}], [{'name': 'University of Toronto, Toronto, ON, Canada'}]]",2007.0,Multi-user interaction using handheld projectors,http://dx.doi.org/10.1145/1294211.1294220,1
10.1145/2460625.2460682,"[{'doi': '10.1109/CVPRW.2009.5204319'}, {'doi': '10.5555/582828.881324'}, {'doi': '10.1201/b10624'}, {'doi': '10.1145/1166253.1166289'}, {'doi': '10.1145/1294211.1294220'}, {'doi': '10.1145/1978942.1979340'}, {'doi': '10.1145/2047196.2047255'}, {'doi': '10.5555/861369'}, {'doi': '10.1145/2212776.2223828'}, {'doi': '10.1145/1842993.1843011'}, {'doi': '10.1145/1449715.1449760'}, {'doi': '10.1145/2047196.2047270'}, {'doi': '10.1145/1357054.1357089'}, {'doi': '10.1145/1622176.1622202'}, {'doi': '10.1145/1518701.1518728'}, {'doi': '10.1145/1095034.1095045'}, {'doi': '10.1145/1449715.1449763'}, {'doi': '10.1007/978-3-642-02710-9_24'}, {'doi': '10.1145/1520340.1520626'}, {'doi': '10.1007/978-3-642-31205-2_13'}, {'doi': '10.1145/1450579.1450660'}, {'doi': '10.1145/1056808.1056998'}, {'doi': '10.1145/1978942.1979437'}, {'doi': '10.1109/ISMAR.2004.37'}, {'doi': '10.1117/12.631416'}, {'doi': '10.1080/10447318.2010.496335'}, {'doi': '10.5555/647987.741324'}, {'doi': '10.1145/1015706.1015738'}, {'doi': '10.5555/647653.732300'}, {'doi': '10.1145/302979.303113'}, {'doi': '10.1145/1409635.1409682'}, {'doi': '10.1145/1753326.1753697'}, {'doi': '10.1145/1936652.1936684'}, {'doi': '10.1145/2047196.2047254'}, {'doi': '10.1145/1978942.1979096'}, {'doi': '10.1145/1095034.1095047'}, {'doi': '10.1145/1866029.1866073'}, {'doi': '10.1109/VR.2010.5444809'}]",[],"['Karl D. D. Willis', 'Takaaki Shiratori', 'Moshe Mahler']","[[{'name': 'Disney Research Pittsburgh, Pittsburgh, PA and Carnegie Mellon University, Pittsburgh, PA'}], [{'name': 'Microsoft Research Asia, Beijing, China'}], [{'name': 'Disney Research Pittsburgh, Pittsburgh, PA'}]]",2013.0,HideOut,http://dx.doi.org/10.1145/2460625.2460682,1
10.20965/jrm.2016.p0759,"[{'doi': '10.20965/jrm.2007.p0715'}, {'doi': '10.20965/jrm.2013.p0529'}, {'doi': '10.1007/978-3-642-41968-3_47'}, {'doi': '10.1109/AFGR.2000.840675'}, {'doi': '10.1145/1517664.1517720'}, {'doi': '10.1007/978-3-540-75773-3_6'}, {'doi': '10.20965/jaciii.2004.p0140'}, {'doi': '10.1023/A:1023084706295'}, {'doi': '10.1109/WISP.2011.6051717'}, {'doi': '10.1145/1095034.1095047'}, {'doi': '10.1145/1027933.1027980'}, {'doi': '10.1109/IUCE.2009.16'}, {'doi': '10.1109/ROMAN.2013.6628411'}, {'doi': '10.1145/1936652.1936665'}, {'doi': '10.1145/2047196.2047255'}, {'doi': '10.1145/2207676.2207704'}, {'doi': '10.1145/2148131.2148179'}, {'doi': '10.1145/2380116.2380177'}, {'doi': '10.1145/2406367.2406419'}, {'doi': '10.1109/VLHCC.2011.6070380'}, {'doi': '10.1109/ICCV.2001.937525'}, {'doi': '10.1109/WACV.2011.5711485'}, {'doi': '10.1016/j.patcog.2006.06.010'}, {'doi': '10.1145/971478.971513'}, {'doi': '10.1109/ICSMC.2004.1400815'}, {'doi': '10.1007/s10462-012-9356-9'}, {'doi': '10.1007/978-3-319-08651-4_11'}, {'doi': '10.4218/etrij.11.0110.0313'}, {'doi': '10.1109/ICCE.2011.5722498'}, {'doi': '10.1016/S0734-189X(86)80047-0'}, {'doi': '10.1109/QSIC.2012.62'}, {'doi': '10.1109/ICCAIS.2013.6720530'}, {'doi': '10.1109/MCG.2002.1046630'}, {'doi': '10.1145/2512349.2512824'}, {'doi': '10.1109/TCYB.2013.2284512'}]","['Electrical and Electronic Engineering', 'General Computer Science']","['Lixing Zhang', '', 'Takafumi Matsumaru', '']","[[], [], [], []]",2016.0,Near-Field Touch Interface Using Time-of-Flight Camera,http://dx.doi.org/10.20965/jrm.2016.p0759,1
10.20965/jrm.2021.p0484,"[{'doi': '10.1109/TABLETOP.2007.29'}, {'doi': '10.1109/TABLETOP.2007.34'}, {'doi': '10.1145/1095034.1095047'}, {'doi': '10.1109/EEEI.2012.6377072'}, {'doi': '10.1109/GCCE.2017.8229364'}, {'doi': '10.1145/2512349.2514921'}, {'doi': '10.1145/1936652.1936665'}, {'doi': '10.1145/1866029.1866073'}, {'doi': '10.1145/2047196.2047255'}, {'doi': '10.20965/jrm.2016.p0759'}, {'doi': '10.1145/1667146.1667160'}, {'doi': '10.1145/2207676.2207743'}, {'doi': '10.1145/3214907.3214927'}, {'doi': '10.1109/TVCG.2019.2932248'}, {'doi': '10.1145/3388534.3407291'}, {'doi': '10.1109/ICSMC.2006.384398'}]","['Electrical and Electronic Engineering', 'General Computer Science']","['Shotaro Narita', '', 'Shingo Kagami', 'Koichi Hashimoto']","[[], [], [], []]",2021.0,Vision-Based Finger Tapping Detection Without Fingertip Observation,http://dx.doi.org/10.20965/jrm.2021.p0484,1
10.1037/h0022214,[],['General Medicine'],"['Seymour Weissman', 'C. M. Freeburne']","[[], []]",1965.0,Relationship between static and dynamic visual acuity.,http://dx.doi.org/10.1037/h0022214,1
10.1145/2702123.2702300,"[{'doi': '10.5555/580521.835823'}, {'doi': '10.1007/978-3-642-21675-6_23'}, {'doi': '10.5555/523977.836086'}, {'doi': '10.1037/e575812012-003'}, {'doi': '10.1017/CBO9780511750540.015'}, {'doi': '10.1145/2470654.2481317'}, {'doi': '10.1145/1891903.1891907'}, {'doi': '10.1145/2611387'}, {'doi': '10.3758/BF03214307'}, {'doi': '10.1145/2642918.2647353'}, {'doi': '10.1121/1.1912375'}, {'doi': '10.5555/164632.164979'}, {'doi': '10.5555/832289.835964'}, {'doi': '10.1145/1476589.1476628'}, {'doi': '10.1145/2556288.2557037'}, {'doi': '10.1145/2380116.2380174'}, {'doi': '10.1145/1570433.1570469'}, {'doi': '10.1525/9780520337039'}, {'doi': '10.1145/1450579.1450606'}, {'doi': '10.1109/3DUI.2009.4811204'}, {'doi': '10.1145/198425.198426'}]",[],"['Jonathan Deber', 'Ricardo Jota', 'Clifton Forlines', 'Daniel Wigdor']","[[{'name': 'University of Toronto &amp; Tactual Labs, Toronto, ON, Canada'}], [{'name': 'University of Toronto &amp; Tactual Labs, Toronto, ON, Canada'}], [{'name': 'University of Toronto &amp; Tactual Labs, Toronto, ON, Canada'}], [{'name': 'University of Toronto, Toronto, ON, Canada'}]]",2015.0,How Much Faster is Fast Enough?,http://dx.doi.org/10.1145/2702123.2702300,1
10.1145/2556288.2557037,"[{'doi': '10.3758/BF03192780'}, {'doi': '10.1145/2512349.2512796'}, {'doi': '10.1145/1385569.1385595'}, {'doi': '10.1147/sj.41.0025'}, {'doi': '10.1016/j.visres.2009.02.016'}, {'doi': '10.1080/00222895.1987.10735426'}, {'doi': '10.1145/2470654.2481317'}, {'doi': '10.1016/j.humov.2006.06.005'}, {'doi': '10.1145/1101389.1101399'}, {'doi': '10.1145/1866029.1866036'}, {'doi': '10.1109/ITI.2008.4588449'}, {'doi': '10.1145/1029632.1029653'}, {'doi': '10.1145/1095034.1095045'}, {'doi': '10.1145/108844.108868'}, {'doi': '10.1007/s002210000491'}, {'doi': '10.1145/1476589.1476628'}, {'doi': '10.1145/2380116.2380174'}, {'doi': '10.1145/1570433.1570469'}, {'doi': '10.1121/1.1910407'}, {'doi': '10.1080/07370024.2010.499839'}, {'doi': '10.1145/2071536.2071588'}]",[],"['Albert Ng', 'Michelle Annett', 'Paul Dietz', 'Anoop Gupta', 'Walter F. Bischof']","[[{'name': 'Microsoft, Redmond, WA, USA'}], [{'name': 'University of Alberta, Edmonton, Alberta, Canada &amp; Microsoft Research, Redmond, WA, USA'}], [{'name': 'Microsoft Corporation, Redmond, WA, USA'}], [{'name': 'Microsoft Corporation, Redmond, WA, USA'}], [{'name': 'University of Alberta, Edmonton, Alberta, Canada'}]]",2014.0,In the blink of an eye,http://dx.doi.org/10.1145/2556288.2557037,1
10.1145/3355088.3365170,"[{'doi': '10.1016/S0028-3932(02)00039-8'}, {'doi': '10.1109/TSMCA.2007.904779'}, {'doi': '10.1145/1730836.1730863'}, {'doi': '10.1145/2702123.2702432'}, {'doi': '10.1145/2559206.2581214'}, {'doi': '10.1523/JNEUROSCI.4319-03.2004'}, {'doi': '10.1109/VR.2003.1191131'}]",[],"['Josef Spjut', 'Ben Boudaoud', 'Kamran Binaee', 'Jonghyun Kim', 'Alexander Majercik', 'Morgan McGuire', 'David Luebke', 'Joohwan Kim']","[[{'name': 'NVIDIA, USA'}], [{'name': 'NVIDIA'}], [{'name': 'Rochester Institute of Technology, NVIDIA'}], [{'name': 'NVIDIA'}], [{'name': 'NVIDIA'}], [{'name': 'NVIDIA'}], [{'name': 'NVIDIA'}], [{'name': 'NVIDIA'}]]",2019.0,Latency of 30 ms Benefits First Person Targeting Tasks More Than Refresh Rate Above 60 Hz,http://dx.doi.org/10.1145/3355088.3365170,1
10.9746/sicetr.52.134,"[{'doi': '10.1109/ICCME.2013.6548291'}, {'doi': '10.1145/2047196.2047271'}, {'doi': '10.1109/ISVRI.2011.5759601'}, {'doi': '10.1145/2207676.2208405'}, {'doi': '10.1145/2470654.2470680'}, {'doi': '10.1145/2470654.2481317'}, {'doi': '10.1117/12.2005674'}, {'doi': '10.1364/OE.22.026919'}, {'doi': '10.1109/ICACSIS.2014.7065850'}, {'doi': '10.1109/GCCE.2013.6664933'}]",[],"['Masahiko YASUI', 'M. SAKTI ALVISSALIM', 'Hirotsugu YAMAMOTO', 'Masatoshi ISHIKAWA']","[[{'name': 'Graduate School of Information Science and Technology, The University of Tokyo'}], [{'name': 'Graduate School of Information Science and Technology, The University of Tokyo'}], [{'name': 'Graduate School of Engineering, Utsunomiya University'}], [{'name': 'Graduate School of Information Science and Technology, The University of Tokyo'}]]",2016.0,Immersive 3D Environment by Floating Display and High-speed Gesture UI Integration,http://dx.doi.org/10.9746/sicetr.52.134,1
10.1109/TSMC.1979.4310076,"[{'doi': '10.1016/0010-4809(72)90070-5'}, {'doi': '10.1016/0146-664X(74)90029-X'}, {'doi': '10.1109/T-C.1974.223858'}, {'doi': '10.1111/j.1749-6632.1965.tb11715.x'}]",['General Engineering'],['Nobuyuki Otsu'],[[]],1979.0,A Threshold Selection Method from Gray-Level Histograms,http://dx.doi.org/10.1109/tsmc.1979.4310076,1
10.1085/jgp.19.6.965,[],['Physiology'],"['Selig Hecht', 'Simon Shlaer']","[[{'name': 'From the Laboratory of Biophysics, Columbia University, New York'}], [{'name': 'From the Laboratory of Biophysics, Columbia University, New York'}]]",1936.0,INTERMITTENT STIMULATION BY LIGHT,http://dx.doi.org/10.1085/jgp.19.6.965,1
10.3758/BF03214307,[],"['Sensory Systems', 'General Psychology', 'Experimental and Cognitive Psychology']",['Christian Kaernbach'],[[]],1991.0,Simple adaptive testing with the weighted up-down method,http://dx.doi.org/10.3758/bf03214307,1
10.1007/s002210000466,[],['General Neuroscience'],"['Eugene R. Wist', 'Michael Schrauf', 'Walter H. Ehrenstein']","[[], [], []]",2000.0,Dynamic vision based on motion-contrast: changes with age in adults,http://dx.doi.org/10.1007/s002210000466,1
10.1145/642611.642695,"[{'doi': '10.1023/A:1019194325861'}, {'doi': '10.1145/383259.383286'}, {'doi': '10.1145/503376.503423'}, {'doi': '10.1145/192426.192435'}, {'doi': '10.1145/502348.502358'}, {'doi': '10.1145/569005.569016'}, {'doi': '10.1145/286498.286777'}, {'doi': '10.1145/506443.506514'}, {'doi': '10.1145/320719.322580'}, {'doi': '10.1145/22627.22342'}, {'doi': '10.1145/215585.215669'}, {'doi': '10.1145/288392.288578'}, {'doi': '10.1109/52.368260'}, {'doi': '10.3758/BF03194414'}, {'doi': '10.1037/0033-295X.95.1.15'}]",[],"['Patrick Baudisch', 'Ruth Rosenholtz']","[[{'name': 'Microsoft Research, Redmond, WA'}], [{'name': 'Palo Alto Research Center, Palo Alto, CA'}]]",2003.0,Halo,http://dx.doi.org/10.1145/642611.642695,1
10.1145/2207676.2208639,"[{'doi': '10.1145/2047196.2047276'}, {'doi': '10.1145/769953.769976'}, {'doi': '10.1145/169059.169431'}, {'doi': '10.1145/503376.503383'}, {'doi': '10.1145/1570433.1570469'}, {'doi': '10.1145/1095034.1095041'}, {'doi': '10.1145/198425.198426'}, {'doi': '10.1145/1294211.1294238'}]",[],"['Géry Casiez', 'Nicolas Roussel', 'Daniel Vogel']","[[{'name': ""LIFL &amp; INRIA Lille, University of Lille, Villeneuve d'Ascq, Lille, France""}], [{'name': 'INRIA, Lille, France'}], [{'name': 'University of Waterloo, Waterloo, Ontario, Canada'}]]",2012.0,1 € filter,http://dx.doi.org/10.1145/2207676.2208639,1
